NOMBRE EST.,BIC. DISPONIBLES,DIR.
bc9c9006-3d40-400d-8b5c-17f56e6dfcee,6,4052
63a838a8-9acf-4ba1-91f5-c676f6ef2f7d,26,3819
823ef531-40e6-4397-b973-86bf5b032076,16,4970
f681f980-185d-45b9-8490-bb2606624dd4,6,4576
6d766daf-9298-4059-a329-1818582d495f,12,4758
66ddeaff-0aca-11e7-82f6-3863bb44ef7c,30,3307
1860189650739626488,22,1860189650739626488
1795146692060860976,13,1795146692060860976
0687075b-cf2d-4130-a859-fe841aafbd3f,14,3554
816e50eb-dc4b-47dc-b773-154e2020cb0d,5,4391
d2b23c87-b7c3-48c2-a634-db4b76ecbcf7,12,4929
66dd1d9c-0aca-11e7-82f6-3863bb44ef7c,34,3110
1849010133527040242,30,1849010133527040242
b4974d89-932c-4a9f-a264-2ea0cf70613e,6,4487
66dbf062-0aca-11e7-82f6-3863bb44ef7c,21,401
e73cf71b-db05-44f9-b57a-689d65320d68,35,3493
fec4aa1b-9fc1-4dd9-ab39-c1d7370a6e54,10,4143
fe65853e-b20a-4250-9677-2aa177283b72,15,4000
66dc82ef-0aca-11e7-82f6-3863bb44ef7c,1,524
66de1c33-0aca-11e7-82f6-3863bb44ef7c,34,3360
380394f7-64fa-4a65-a4d1-7bcaddd41fab,30,4423
66db33fc-0aca-11e7-82f6-3863bb44ef7c,11,168
66db46d7-0aca-11e7-82f6-3863bb44ef7c,32,266
87091002-cc25-452a-b5d9-f8d0c3fce422,4,3895
66dc9068-0aca-11e7-82f6-3863bb44ef7c,4,2006
1945126257666675246,31,1945126257666675246
1860189190334925058,13,1860189190334925058
64de0666-b9ab-404e-a16b-03e449bb5b4d,22,4898
1786375597504305174,29,1786375597504305174
94bcf812-5cff-460c-841f-54876ed1e7a4,13,4971
7f3aa940-18ef-4900-89dc-cdb05f693f31,13,4903
d7f55e1b-12db-49d1-9cd8-4fb464745841,6,4814
d52d4171-fd60-4a28-b7e2-89f3693e0591,7,5065
989fdf95-cfb9-475c-ba0c-3152fd3a16e0,25,4352
66dd455e-0aca-11e7-82f6-3863bb44ef7c,14,3147
1838070626762830158,22,1838070626762830158
7f1b4c40-d9fa-4182-be0e-a993655cfb6f,32,3949
9991b75b-a9ba-4abc-bf84-0108291be05a,31,4449
c042a307-2d7d-4ee9-95b7-a7505a3428c2,24,4712
66de1368-0aca-11e7-82f6-3863bb44ef7c,33,3344
66dd3fc3-0aca-11e7-82f6-3863bb44ef7c,33,3135
e6b6c6e2-5fcb-47cd-8f2d-4324b7c977c8,22,4662
a90e9ad3-4347-4fa4-b031-9bf1f69ce049,27,4793
bdcbd89b-9ae0-461b-aa1d-7db7ead07400,18,3762
dadd2084-d844-46f5-b7a4-128d31eeba8e,8,4627
1871972060496771504,11,1871972060496771504
8e631be4-1e0c-4627-a261-18f0003d0ba2,12,3536
1846085533896197012,17,1846085533896197012
c37931bb-8571-4671-a9a8-f3cf23897680,39,4478
3299ff79-36aa-42ef-b7f1-c40e95c8f570,37,3523
0c923abb-298a-4a47-b132-9fae73cc59e6,27,4215
1843486390605672640,18,1843486390605672640
66db2e3a-0aca-11e7-82f6-3863bb44ef7c,28,146
35b8b636-18d3-4860-b0a9-39c0bce96a10,18,3563
48e7e465-f861-452a-9bf7-7eacd0b2bcac,14,4374
6651fc84-09d1-4cdb-a8d5-7d6345fb3466,26,5070
c0a3b8fe-ba64-4cbb-b010-f760998d6c3a,12,4133
66dc22a7-0aca-11e7-82f6-3863bb44ef7c,9,458
66de0bcb-0aca-11e7-82f6-3863bb44ef7c,55,3331
1828964993433043090,20,1828964993433043090
55ccb271-7035-422e-bee1-20e84caa0217,26,3813
66dd18dd-0aca-11e7-82f6-3863bb44ef7c,22,3102
999865d2-0735-4e85-a9d4-00810231530e,19,3648
32c60668-a192-4d06-aa7c-6d6f7aed6b45,31,3588
bc512527-7863-48d5-aea8-3de470abc1ee,24,4004
66db8ca4-0aca-11e7-82f6-3863bb44ef7c,69,326
77463580-6421-403d-b170-f2660c216175,16,3841
4753c893-e4bd-4d6a-bc4d-42209a19ebeb,7,4542
a23a40c3-6da5-4b0f-bb6b-8bfc01ec2261,24,4032
66dc9143-0aca-11e7-82f6-3863bb44ef7c,35,2009
c0a2d591-4eed-488b-b88b-0b23990e3756,11,4601
1786697166576476490,9,1786697166576476490
1786687245202023014,37,1786687245202023014
2b33334b-243c-4a16-a6d2-32304c8884f1,18,4551
66dcccfe-0aca-11e7-82f6-3863bb44ef7c,10,3066
ffaa8f6a-a4ea-4d3a-a57c-f42f77cd4581,6,4911
1814906873296976512,23,1814906873296976512
66dd243c-0aca-11e7-82f6-3863bb44ef7c,84,3122
65a1b09d-560d-46bf-8f5d-7f59471a587e,14,3999
fd0e86e3-079d-40aa-8231-ec2cbdbd9e7f,16,4379
06f0d251-e1e3-435c-8c5f-9b991a14ca4a,21,4259
2868db5b-df51-4c36-8515-ef77a5b092c2,4,3759
f3b359e2-7983-4aaf-b6b0-e3b7d30816a4,16,3758
1854255035042870020,23,1854255035042870020
66db6d40-0aca-11e7-82f6-3863bb44ef7c,33,303
66dc741f-0aca-11e7-82f6-3863bb44ef7c,5,496
1814907062275537820,35,1814907062275537820
1906951766876655628,10,1906951766876655628
66dc48ef-0aca-11e7-82f6-3863bb44ef7c,2,484
f882ccc8-45aa-426b-aef6-514fe1d3d9cc,16,4331
398aa734-3893-4dba-a704-57ae8632c4f9,5,4314
68827e5f-ed28-45de-99bf-66093a8c504f,11,4952
01839a78-f228-4706-8f7f-147b857492f2,21,3928
e72f0aec-2293-4636-988c-b9d30df092f8,29,4118
2bf9addc-038b-48fe-8794-dde085c5e5dc,17,3734
66dbcdfc-0aca-11e7-82f6-3863bb44ef7c,2,367
ddc8ca6c-dceb-4603-ab1e-4bd972ca2a3d,26,4399
81a34754-ae08-47a6-964d-4733849a8fab,15,4146
fb180cce-96ee-4e66-b3ce-000f3db6e670,3,4968
40914c6b-293d-49ac-b83a-d9d4af998aea,7,3969
1869753340438110380,11,1869753340438110380
d2024260-cc58-451b-9417-3a695f8a1b34,19,4661
eb8fcff2-6f58-4724-b564-ebc9a8d374d8,23,5052
1827839088308194240,48,1827839088308194240
679dcf08-d88c-4d1b-b81d-fe9f4aabbff7,17,3879
d11db4cd-f9bf-430b-ac19-104fef323b24,31,4841
6ae35aa8-644e-4b2c-b6a4-6570192f78ab,10,4509
1945125910957847430,28,1945125910957847430
d8e02e7b-632b-4fbe-95b9-80efa47473e3,2,4437
8f72fe26-98aa-4e87-a612-9ae0eb1d9a38,5,4810
66dd4f31-0aca-11e7-82f6-3863bb44ef7c,36,3170
66dc9223-0aca-11e7-82f6-3863bb44ef7c,21,2012
66dbcf18-0aca-11e7-82f6-3863bb44ef7c,14,369
753591ba-36f7-4ded-ab7d-40df9994a05f,30,4892
1854538793462575652,20,1854538793462575652
0e5be726-2452-42a0-9be8-ea85c8408e4c,31,3602
4d674595-187c-417c-a691-676c4446c9fc,22,4064
a19d37cc-6070-4e4c-b4ad-3ee21e4a11cb,65,4280
3ff00115-e8da-4326-97d3-7bf4fe4df7a5,20,4904
1848241963446241866,27,1848241963446241866
7cb65297-c880-459a-b054-4e059576c02a,15,4732
4f57360d-a4cb-4568-b74a-f3086ccaee2e,25,4443
c8060816-b4aa-4fd9-bc66-af28bf61dc87,9,3960
6908ae75-b9a1-4f20-b192-95dc43e858a8,12,4879
efa2a82f-eb4a-4b82-a602-6c42cb984101,4,5019
8f1fdf4b-ecca-4f03-b04c-e10fe596e2c7,4,3973
923a60f7-2a0e-4a31-8dd5-66c8518c929e,34,4776
66ddbd20-0aca-11e7-82f6-3863bb44ef7c,41,3255
1875023224873448258,18,1875023224873448258
1860187430946456420,20,1860187430946456420
66dc79e6-0aca-11e7-82f6-3863bb44ef7c,14,508
1834145868297717964,3,1834145868297717964
1838618090943186984,5,1838618090943186984
66dde3b1-0aca-11e7-82f6-3863bb44ef7c,38,3290
9719498d-bd5c-4424-86ac-dfe0795c57d1,11,4258
66de1f7f-0aca-11e7-82f6-3863bb44ef7c,27,3363
fea72f55-d296-47af-9446-149688dcccbd,7,4212
85ba92ab-8d0a-4d17-9d07-0173e16d3b6d,3,4897
66dbca0f-0aca-11e7-82f6-3863bb44ef7c,45,360
77b21502-a7a2-40b4-8f3e-f9c6c6ef0939,8,4813
d1c204d7-d575-417d-b134-6ebdf7e99f98,13,4315
1854537815365165328,20,1854537815365165328
cc7b86cf-a2fb-4738-b967-de7b197dc930,26,4702
1813395029173762108,56,1813395029173762108
66dbebad-0aca-11e7-82f6-3863bb44ef7c,37,392
66db3f62-0aca-11e7-82f6-3863bb44ef7c,57,245
1861680889400379678,14,1861680889400379678
ccaadb70-6c87-4ccc-9914-a3167bd1bc0e,6,4009
66dd2786-0aca-11e7-82f6-3863bb44ef7c,9,3128
514f3dda-4d08-464c-b2d4-5706d400065a,8,4780
1882735457106787122,16,1882735457106787122
785b3e6b-dab5-4d25-afab-e2a1ef918669,25,4792
bd30f2a1-38ec-474d-9e36-07f688e87427,20,3899
1828969726487003714,17,1828969726487003714
1885718199416500650,14,1885718199416500650
66dc481a-0aca-11e7-82f6-3863bb44ef7c,10,483
1820420022433309054,23,1820420022433309054
5d994b32-b7a5-450d-9bbb-93bf3b03e6d5,12,4191
e4980fd0-e540-40ca-acba-c2a74f3294fc,20,4350
b9deb521-41b6-4f8a-ac78-0e58e3977f2c,20,4886
d67375ea-3f93-4996-b0dc-f542341f2e6a,14,4771
f06c01c3-fd7f-443c-a0c7-fc9233d77f6a,34,4417
33c533cd-5f0e-4c15-a00a-6a2bf1e2d077,39,4214
66dea52b-0aca-11e7-82f6-3863bb44ef7c,6,3453
b64eb0a5-d6d4-4f45-8c9a-e2d004819c99,12,4305
1835249317786962140,27,1835249317786962140
0cc38ba1-4625-4821-9a6f-e490525cbce2,33,4345
ea9a19a6-acea-4286-a723-b5481c90a3c0,22,5072
ace80a8c-6196-484e-8dd0-061e3c90389b,11,3825
bde94a25-6089-4490-af3a-8cc5702230b8,41,3467
f54ad1f8-fe58-49ac-82ae-b742aec66829,8,5081
c7ffe3fa-9cd6-4d35-9060-7d5822381442,98,4724
4543214c-c9d4-4f20-9cd9-dd05cc365931,51,4592
36025f2c-ee4d-4c1a-832d-733cf37f98ef,33,4545
73b403cf-86fd-4f93-a484-5cb06a2abeea,14,3658
e6f3c665-0c87-4f34-a5e8-69baeed7b7bf,3,5075
7f6674c4-5568-4766-b172-0385348ae184,17,3945
5e93b806-08e1-4ef9-98ae-d3dda20e0469,23,5032
48b19cc8-bf45-4602-89ac-a8c0a0560c43,3,4609
3bf69f3e-23f6-4abe-b5fe-dabe6b0ea066,9,4063
dccab832-b4a2-4105-927d-b52ec0d92c92,16,4372
80969478-8dbc-42e1-8e16-ac0132a431c2,30,4363
50575cba-95ac-4134-9da1-3eec8253afc4,2,4075
3f878b81-324e-4673-9221-43d34647e76f,19,3795
7a15d81b-357e-42e0-b208-93ffd562fd63,18,3492
f7e7f14f-7c39-488e-849b-92c41059eb07,2,4564
7d9a1b9e-0123-4561-a111-b3735fada687,8,4107
1908785111291682996,7,1908785111291682996
b03adb87-2bd9-43a5-a822-7d06a9ee2d81,14,3771
852218fc-5e5b-4153-bc3f-03760b57e68a,6,4179
9c2a741d-7f3e-4aa1-b58b-db5c3e6bcb20,27,4082
66dcbf69-0aca-11e7-82f6-3863bb44ef7c,35,3050
94771406-6712-4508-9392-11e9d90e1185,15,4866
0eacb768-c7d5-4499-9182-9a1331d9280c,24,4342
9b4a92ae-cefe-467a-8e35-5ce02d4f3a45,8,4182
c56739c2-b310-4d73-ab0e-b6036abd9561,21,4318
1a5eae13-8f27-4875-8330-a796c95f8ad6,2,4155
66db65aa-0aca-11e7-82f6-3863bb44ef7c,10,293
2cd651e7-1e3a-4cd9-8fd1-a2416e032f6e,9,4005
c29c9178-bcb1-4c0c-b789-f4a89512a4e4,5,4105
03872f6b-a522-4c41-a4f2-5d0c41779e7b,2,4933
66db4282-0aca-11e7-82f6-3863bb44ef7c,10,254
1843486667668726558,30,1843486667668726558
3db2fa34-0b56-4644-9ae9-bbee1583e717,18,4115
52dd11f4-bbd0-49ab-912b-06fac40d275d,47,4485
66de110b-0aca-11e7-82f6-3863bb44ef7c,42,3339
4775fd25-2240-44d7-884a-d777d15a9b5e,18,4173
189f573b-a2d0-40d2-af15-83c5015d93e2,22,4420
66dc7de9-0aca-11e7-82f6-3863bb44ef7c,108,515
22e38a04-e70d-4484-bbf3-f6e8c64fdbd4,11,4547
0ebdda6a-37e4-4ff4-94e8-3947f49d8e24,3,3835
9e0b3452-ef6d-4e94-8c05-7bef199cdb74,19,3606
514afe43-84d4-4941-8281-75a93c5cd365,22,4130
66db7a0d-0aca-11e7-82f6-3863bb44ef7c,12,320
324af152-33ea-48a7-8bb0-ad8b6f31571f,38,3479
a1112e04-bc50-4782-b3d6-bb5902c0e8db,16,3942
1876864480506022446,27,1876864480506022446
a82cc641-0926-4a63-b488-7060ab7dcd74,44,4784
1834145468418707676,19,1834145468418707676
66db3708-0aca-11e7-82f6-3863bb44ef7c,36,217
66dd20eb-0aca-11e7-82f6-3863bb44ef7c,36,3116
e666a344-1afb-4512-b2e9-2fc5ed71be2b,12,4320
66dca682-0aca-11e7-82f6-3863bb44ef7c,5,2021
66dc8768-0aca-11e7-82f6-3863bb44ef7c,35,532
1856847127505992556,26,1856847127505992556
66db6da2-0aca-11e7-82f6-3863bb44ef7c,21,304
66ddb6d9-0aca-11e7-82f6-3863bb44ef7c,9,3244
66de103b-0aca-11e7-82f6-3863bb44ef7c,17,3337
66db631c-0aca-11e7-82f6-3863bb44ef7c,19,284
a76299eb-73f7-401c-aa8b-edff9ef003bd,35,4620
1841926579628419438,8,1841926579628419438
467e1de6-73a6-480f-9e83-fd1b03b71047,19,3854
d08be53f-9691-4d6f-81f3-7d052abb7dd6,10,5017
31f340f3-3201-449e-b017-a26813aa448f,18,4400
145bbc0d-8976-45ae-9565-158ba564d3d1,14,3775
ab5c5ee6-9c4e-4aaa-a14e-d236d3e01d9a,30,4773
e10a6e12-d98c-4625-940a-9f83d9b2f6c4,16,4277
1202a491-9f76-4609-9b5c-eb7723ab5b45,19,4859
f752c376-3a6f-4cd3-b9fd-3c049d45a9a6,8,4091
be435dfd-e859-487c-ae32-3d2b76d49a49,10,3976
6ca15d94-897a-4c81-ab47-366829afb7c4,4,3840
1849008925260421550,20,1849008925260421550
1865017865553426604,21,1865017865553426604
868586b3-ddc7-4b4b-9bed-a1e487033aaa,41,5009
3b7cdac2-c7cb-413b-b8e4-7ee5c58260a4,32,4749
ecbfcdb7-fffc-4d45-bed2-1510fd45834d,17,4080
66dd23a9-0aca-11e7-82f6-3863bb44ef7c,10,3121
39f756c2-3904-463e-95a8-8d8e3540e845,52,4722
52e81f02-b1f9-45d6-9e5c-e15277de1268,26,4274
1846086463217404850,23,1846086463217404850
1877920686883352866,26,1877920686883352866
66dbe441-0aca-11e7-82f6-3863bb44ef7c,33,377
c530a1cb-7c60-4651-be8a-9bfa5eb43f8a,19,4161
c02864f0-2611-440b-98f4-45fddfd545fe,19,4291
1836581441921155232,8,1836581441921155232
1828967346753327602,21,1828967346753327602
1838685618105506490,25,1838685618105506490
66dcca0d-0aca-11e7-82f6-3863bb44ef7c,34,3062
66dd51e6-0aca-11e7-82f6-3863bb44ef7c,101,3173
1860188069348460678,29,1860188069348460678
66de88d7-0aca-11e7-82f6-3863bb44ef7c,2,3440
4168e5a4-c7ec-4045-bfc8-84ac5edbe845,33,4707
cf284d60-23e7-49ec-91dc-8bfedb59cb6a,18,4497
760ebaea-f7c7-45ad-aa3b-395d97adcf8f,22,3511
1845677022981917240,27,1845677022981917240
66dc8bfd-0aca-11e7-82f6-3863bb44ef7c,13,540
8456b63c-37c6-49a6-8c02-bb6dcfc35041,18,4465
1828965887815635862,10,1828965887815635862
17aba164-9d41-4336-9767-2218b8994ded,6,4964
6a52ceae-3b97-487a-9438-de844bfbf1c2,2,4109
774c5443-d463-42b3-bfc5-b0ab3c56fe35,8,4065
5f2766b0-362e-49e5-ab09-05e2c4b6f626,26,4611
66de542a-0aca-11e7-82f6-3863bb44ef7c,32,3409
b47e5ffd-4215-4476-a89b-ebe52111f763,47,4037
c4d6b123-df5a-446d-b0ae-d3c4846565d5,14,4249
8f672aa7-08a1-4fe2-a471-06f219c0eb1b,8,3941
7a771842-c090-4da1-8c13-72b7f4f50a87,35,3668
14f928c6-9a51-40a2-b7e6-a74e8b351dbf,22,3529
1864605659096685518,22,1864605659096685518
1877653505745721834,1,1877653505745721834
1835247469495105628,33,1835247469495105628
66db79a3-0aca-11e7-82f6-3863bb44ef7c,10,319
b1e496f1-43cf-48d0-be49-ab0d760c00bf,3,4849
66de3fde-0aca-11e7-82f6-3863bb44ef7c,30,3383
66dd43bd-0aca-11e7-82f6-3863bb44ef7c,14,3143
d0b87aa7-7e19-40d2-8f7d-6a622e6ac391,21,4023
66db479e-0aca-11e7-82f6-3863bb44ef7c,2,268
9ac5758f-0419-4e28-8387-6bcd28db17fa,11,3951
1849009534951225816,25,1849009534951225816
4a4c7548-2466-48ef-8d7e-0aa4d6acb69e,2,4910
15e1568b-f502-47a2-9d3d-b5aaa1edc239,3,5067
1958457675193833900,23,1958457675193833900
a6a132f9-89bf-42a4-afe6-1ca449b7f570,2,3878
29223935-a682-411c-9f25-577bbb9804fc,7,3773
9b721468-3b28-429d-9e13-580cdf00a6a4,10,3763
1820420224296772166,23,1820420224296772166
99142ec8-c0e7-47ca-916c-c1097d48e133,39,4341
956de8aa-9e06-4efb-8eb0-35fe9b274a48,20,4874
66dcf023-0aca-11e7-82f6-3863bb44ef7c,19,3080
1815967051912860522,26,1815967051912860522
66dcf640-0aca-11e7-82f6-3863bb44ef7c,11,3085
a37bd0e0-d1e9-4302-9ff7-286e415aff1c,14,5004
46dca5c6-7bd3-4a4f-aa1e-33aa66652294,16,4979
e6c2a46e-431a-4101-af84-870f660ff4cb,19,4111
afd76a0e-ceb8-4d18-a427-b378c4d07a75,14,4591
1817432954560889524,20,1817432954560889524
66dc8eb1-0aca-11e7-82f6-3863bb44ef7c,47,2002
2436e886-dc53-47cb-8733-d663f9dcd922,27,4070
66db6889-0aca-11e7-82f6-3863bb44ef7c,26,295
9b7e3b8b-97ef-4038-820c-7cd1c1a34fc7,36,3490
a724eb92-55ca-4b9f-9a87-c2e87b3cbd40,10,4506
1843486189591985058,1,1843486189591985058
66ddef96-0aca-11e7-82f6-3863bb44ef7c,32,3318
b7df61c0-8ead-46cb-9d6e-a6a3011ffb71,4,3600
66de44ba-0aca-11e7-82f6-3863bb44ef7c,40,3389
1851674088959433552,15,1851674088959433552
66de269c-0aca-11e7-82f6-3863bb44ef7c,12,3375
1843486597735840252,24,1843486597735840252
ebce9ecb-9678-4c42-89d7-08e54bc6fe90,27,4154
a617924a-31b7-45ed-8793-099b7274f34c,19,3620
e2fc6d90-8deb-4e21-961d-9d5208c1f986,24,4703
66dc0bbd-0aca-11e7-82f6-3863bb44ef7c,40,418
1864606193814670106,30,1864606193814670106
1862759079900600428,8,1862759079900600428
1861683747231494964,4,1861683747231494964
66dc3f08-0aca-11e7-82f6-3863bb44ef7c,38,477
66db89a3-0aca-11e7-82f6-3863bb44ef7c,25,324
b7d7543b-74ac-4a48-a3c4-412f9ffbc727,10,3927
4d4a3e7b-1005-4bfd-8680-340a20cacbee,28,3609
330ee4e3-29cb-48e5-845f-a8ccf1aa2ce6,5,4272
7380e377-936d-47d7-8abe-0f666d47465e,17,4087
1804894168423871442,7,1804894168423871442
1833865926273309136,23,1833865926273309136
1947001743402778700,9,1947001743402778700
66dd266a-0aca-11e7-82f6-3863bb44ef7c,24,3126
1934770108420609000,8,1934770108420609000
62e2b1dd-ca52-4e1c-a112-1d8846b9d9b5,29,4356
1a083890-e22b-4f81-8d98-567784034916,11,4554
aa0e6301-4162-428d-8943-7b684089b0d1,5,4126
66de1bc3-0aca-11e7-82f6-3863bb44ef7c,19,3359
66ddea2a-0aca-11e7-82f6-3863bb44ef7c,49,3305
66db269c-0aca-11e7-82f6-3863bb44ef7c,19,79
3013d5ac-f7bb-4e98-a49a-b9f7b76a3b50,26,4387
db91c9e0-d80b-4cb4-9cc2-9453ec8fbeac,5,4167
bb6bba3f-19a0-4ebb-a454-4ac678d9d62d,15,4953
1859811213834095332,31,1859811213834095332
66dce4fc-0aca-11e7-82f6-3863bb44ef7c,7,3069
1814900898997467540,5,1814900898997467540
1887292564377354448,21,1887292564377354448
66dc1e55-0aca-11e7-82f6-3863bb44ef7c,10,450
8d2eff37-be09-4b46-a95d-abff89e16d56,21,4343
b319c797-71ff-490c-b965-ba2ac0f50da0,5,4796
16a4effc-282e-4053-b47b-31f734d50c08,2,3504
ed5c92f1-3293-4385-9e2b-9b716a096a19,1,4504
a93cb1ec-fb37-4faf-a7e7-d1e5a9e9af95,34,4124
54782566-697b-497e-a503-dc1f39963eb2,29,4283
bb0ce308-e5d9-48c7-9f4b-cf0120f2c39a,2,4010
c45aa693-fedd-478f-ade9-bf176c4e32ff,3,5018
1786696564295760054,30,1786696564295760054
3f031133-ec95-4a92-9d63-2ae28183f498,32,4351
66dc864c-0aca-11e7-82f6-3863bb44ef7c,9,530
a958a8af-a0cc-4bca-9114-93c74ce3c693,26,3855
66db3ba0-0aca-11e7-82f6-3863bb44ef7c,50,236
1838071090619298218,32,1838071090619298218
66db5e6a-0aca-11e7-82f6-3863bb44ef7c,25,278
7f8cb36a-2bf4-4d57-afbd-331310f25355,26,3541
e1a3f2f9-618f-4727-b2d6-676e02aadf17,14,4462
bf317efc-13f1-42be-8243-373a29354033,32,3494
8ef6ec7d-e898-4edc-8f3f-af888f8c5ef4,2,4577
0197e9da-ae03-40a7-8270-fe500bfc9e18,14,4171
66dc90d5-0aca-11e7-82f6-3863bb44ef7c,30,2008
1817432233006383832,27,1817432233006383832
02fb0f6a-b1dc-4e1c-97f8-fe70462670a3,38,4436
66dd4bf7-0aca-11e7-82f6-3863bb44ef7c,4,3163
b7c6ce96-a24d-4c1e-93ee-6f49c1adf119,12,4165
1786697528321024934,48,1786697528321024934
1860188607062574024,29,1860188607062574024
daefc84c-1b16-4220-8e1f-10ea4866fdc7,5,3641
66dc7659-0aca-11e7-82f6-3863bb44ef7c,10,501
3b52be68-9123-46a9-bb45-f0d0646a5a81,18,4990
bb07a569-cc74-439e-b424-916c0304f136,20,3994
1819720453019329398,25,1819720453019329398
5f7ac86c-1a98-4603-8749-4bb83ac84acd,4,4640
c9cd8c29-7f0b-4979-9a0e-bec4613d2600,2,4743
d837d1b0-8f80-4f6c-ae45-5dd0deec6977,17,4760
1815967674683118258,24,1815967674683118258
b9c209b2-6284-4f5a-a32a-680ef9da1c1f,13,4795
79399e32-a6c6-4732-8ad4-9f9140a86b21,30,3726
18326827-dcae-47e0-8518-c4bb9e21eef6,34,4549
2e5cde21-f0a2-4396-899e-6df275e99212,29,4739
55146e49-9bc4-4f13-bdf7-25422342b638,31,4228
1817431953833509324,31,1817431953833509324
66db9cc4-0aca-11e7-82f6-3863bb44ef7c,42,340
1848241425697670086,54,1848241425697670086
b30815c0-99b6-451b-be15-902992cb8abb,24,3812
1893519215751496610,29,1893519215751496610
1849009244468810224,17,1849009244468810224
d9bc0b3e-1af8-4cb6-a082-8ef1245ef329,30,3506
711ccb32-e1bc-4577-ac7b-50592cc9b8a0,3,4548
f72a253f-3cef-4da8-9591-0cbd3a692162,11,4727
66dc1d0c-0aca-11e7-82f6-3863bb44ef7c,1,447
94624d6e-4150-4ab1-92ff-bf55cb58ab61,3,4162
5eac53d0-5510-441a-9dbb-76bd38acf4ef,3,4599
0927e331-866f-4d99-99b4-04edde99117a,34,3621
ffef95fa-600b-4f08-b2ce-e8eb034ebfd8,55,4785
66dc85bb-0aca-11e7-82f6-3863bb44ef7c,20,529
fac701fb-c433-496e-933b-ea137dbe7fe1,2,4553
1898455214498195676,18,1898455214498195676
8a13182a-4823-4fe7-afcd-a4ef0b134ed9,20,4108
92a51669-deec-45a9-8494-fafdf6356c51,41,4834
1786697932047949952,20,1786697932047949952
66de59bd-0aca-11e7-82f6-3863bb44ef7c,15,3413
9a37d8a1-990b-484c-9603-262dbd1165cc,10,4839
5f968a1b-ee60-43a0-ad25-05211e09e436,19,3828
40eaa69a-d3ab-48fc-b395-b5bdc6a1aa85,21,3608
1835247745828931742,8,1835247745828931742
1786699974232881542,17,1786699974232881542
66dde208-0aca-11e7-82f6-3863bb44ef7c,67,3286
5600446d-a00a-45e6-9dc3-550adfd63e39,10,4106
1814900752968579218,25,1814900752968579218
81640d04-c36a-4fb1-98b0-85be10be516c,6,5014
a70b26b7-fbad-4787-bf15-29f7b13a19ab,22,4275
66dccad8-0aca-11e7-82f6-3863bb44ef7c,5,3064
1815968422007427668,35,1815968422007427668
